person_name	gender	prediction
Johann Friedrich Flatt	Male	Male
Johann Friedrich Fritzsche	Male	Male
Johann Friedrich Gauhe	Male	Male
Johann Friedrich Gleditsch	Male	Male
Johann Friedrich Gottfried Eiselen	Male	Male
Johann Friedrich Gronovius	Male	Male
Johann Friedrich Heinrich Schlosser	Male	Male
Johann Friedrich Henckel	Male	Male
Johann Friedrich Hennert	Male	Male
Johann Friedrich Hermann Albers	Male	Male
Johann Friedrich Höger	Male	Male
Johann Friedrich Horner	Male	Male
Johann Friedrich II. von Alvensleben	Male	Male
Johann Friedrich Judeich	Male	Male
Johann Friedrich Karl II. von Alvensleben	Male	Male
Johann Friedrich Karl von Alvensleben	Male	Male
Johann Friedrich Karl von Ostein	Male	Male
Johann Friedrich Kind	Male	Male
Johann Friedrich Klotzsch	Male	Male
Johann Friedrich Knöbel	Male	Male
Johann Friedrich König	Male	Male
Johann Friedrich Löwen	Male	Male
Johann Friedrich Ludwig Goeschen	Male	Male
Johann Friedrich Ludwig Hausmann	Male	Male
Johann Friedrich Ludwig Wöhlert	Male	Male
Johann Friedrich Mayer	Male	Male
Johann Friedrich Meckel the younger	Male	Male
Johann Friedrich Meckel, the Elder	Male	Male
Johann Friedrich Minssen	Male	Male
Johann Friedrich Osiander	Male	Male
Johann Friedrich Penther	Male	Male
Johann Friedrich Pfaff	Male	Male
Johann Friedrich Raeder	Male	Male
Johann Friedrich Rochlitz	Male	Male
Johann Friedrich Röhr	Male	Male
Johann Friedrich Schleusner	Male	Male
Johann Friedrich Seger	Male	Male
Johann Friedrich Städel	Male	Male
Johann Friedrich Struensee	Male	Male
Johann Friedrich Unger	Male	Male
Johann Friedrich von Brandt	Male	Male
Johann Friedrich von Cronegk	Male	Male
Johann Friedrich von Eschscholtz	Male	Male
Johann Friedrich von Pfeiffer	Male	Male
Johann Friedrich von Waldstein-Wartenberg	Male	Male
Johann Friedrich Weidler	Male	Male
Johann Friedrich Wilhelm Jerusalem	Male	Male
Johann Friedrich Wilhelm Toussaint von Charpentier	Male	Male
Johann Friedrich Wolff	Male	Male
Johann Friedrich Wurm	Male	Male
Johann Friedrich Zückert	Male	Male
Johann Froben	Male	Male
Johann Funck	Male	Male
Johann Fust	Male	Male
Johann Gabriel Seidl	Male	Male
Johann Gasteiger	Male	Male
Johann Geiler von Kaisersberg	Male	Male
Johann Georg Abicht	Male	Male
Johann Georg Alberti	Male	Male
Johann Georg Albinus	Male	Male
Johann Georg Albinus	Male	Male
Johann Georg August Galletti	Male	Male
Johann Georg Baiter	Male	Male
Johann Georg Beck	Male	Male
Johann Georg Bürgy	Male	Male
Johann Georg Christian Lehmann	Male	Male
Johann Georg Conrad Oberdieck	Male	Male
Johann Georg Elser	Male	Male
Johann Georg Emil von Brause	Male	Male
Johann Georg Estor	Male	Male
Johann Georg Faust	Male	Male
Johann Georg Gichtel	Male	Male
Johann Georg Gmelin	Male	Male
Johann Georg Gödelmann	Male	Male
Johann Georg Grasel	Male	Male
Johann Georg Hagen	Male	Male
Johann Georg Halske	Male	Male
Johann Georg Hamann	Male	Male
Johann Georg Heine	Male	Male
Johann Georg Herbst	Male	Male
Johann Georg Jacobi	Male	Male
Johann Georg Josias Neumann	Male	Male
Johann Georg Kauffer von Sturmwehr	Male	Male
Johann Georg Koch	Male	Male
Johann Georg Kohl	Male	Male
Johann Georg Krünitz	Male	Male
Johann Georg Lahner	Male	Male
Johann Georg Liebknecht	Male	Male
Johann Georg Ludwig Hesekiel	Male	Male
Johann Georg Meyer	Male	Male
Johann Georg Neumann	Male	Male
Johann Georg Noel Dragendorff	Male	Male
Johann Georg Ramsauer	Male	Male
Johann Georg Repsold	Male	Male
Johann Georg Rist	Male	Male
Johann Georg Ritter von Zimmermann	Male	Male
Johann Georg Roederer	Male	Male
Johann Georg Rosenhain	Male	Male
Johann Georg Schmidt	Male	Male
Johann Georg Schnitzer	Male	Male
Johann Georg Siegesbeck	Male	Male
Johann Georg Specht	Male	Male
Johann Georg Stauffer	Male	Male
Johann Georg Steng	Male	Male
Johann Georg Sulzer	Male	Male
Johann Georg Theodor Grässe	Male	Male
Johann Georg Veit Engelhardt	Male	Male
Johann Georg von Aach	Male	Male
Johann Georg von Dewitz	Male	Male
Johann Georg von Eckhart	Male	Male
Johann Georg von Flemming	Male	Male
Johann Georg von Götzen	Male	Male
Johann Georg von Hahn	Male	Male
Johann Georg von Soldner	Male	Male
Johann Georg Wagler	Male	Male
Johann Georg Wirsung	Male	Male
Johann Georg Wunderlich	Male	Male
Johann Georg Zobel von Giebelstadt	Male	Male
Johann Georg, Chevalier de Saxe	Male	Male
Johann Georg, Duke of Saxe-Weissenfels	Male	Male
Johann George Tromlitz	Male	Male
Johann Gerhard	Male	Male
Johann Gerhard Oncken	Male	Male
Johann Gildemeister	Male	Male
Johann Goercke	Male	Male
Johann Gottfried Bischoff	Male	Male
Johann Gottfried Büring	Male	Male
Johann Gottfried Ebel	Male	Male
Johann Gottfried Flügel	Male	Male
Johann Gottfried Galle	Male	Male
Johann Gottfried Herder	Male	Male
Johann Gottfried Hoche	Male	Male
Johann Gottfried Hoffmann	Male	Male
Johann Gottfried Jakob Hermann	Male	Male
Johann Gottfried Langermann	Male	Male
Johann Gottfried Ludwig Kosegarten	Male	Male
Johann Gottfried Scheibel	Male	Male
Johann Gottfried Schnabel	Male	Male
Johann Gottfried Sommer	Male	Male
Johann Gottfried Stallbaum	Male	Male
Johann Gottfried von Aschhausen	Male	Male
Johann Gottfried von Guttenberg	Male	Male
Johann Gottfried von Hoyer	Male	Male
Johann Gottfried Zinn	Male	Male
Johann Gotthilf Bärmig	Male	Male
Johann Gottlieb August Naumann	Male	Male
Johann Gottlieb Benjamin Siegert	Male	Male
Johann Gottlieb Bötticher	Male	Male
Johann Gottlieb Christaller	Male	Male
Johann Gottlieb Fichte	Male	Male
Johann Gottlieb Gleditsch	Male	Male
Johann Gottlieb Goldberg	Male	Male
Johann Gottlieb Heineccius	Male	Male
Johann Gottlieb Koppe	Male	Male
Johann Gottlieb Nörremberg	Male	Male
Johann Gottlieb Walter	Male	Male
Johann Gottlieb Wolfsteller	Male	Male
Johann Gottlob Harrer	Male	Male
Johann Gottlob Lehmann	Male	Male
Johann Gottlob Leidenfrost	Male	Male
Johann Gottlob Nathusius	Male	Male
Johann Gottlob Theaenus Schneider	Male	Male
Johann Gottlob Töpfer	Male	Male
Johann Gottlob von Quandt	Male	Male
Johann Grill	Male	Male
Johann Gropper	Male	Male
Johann Grueber	Male	Male
Johann Günther Friedrich Cannabich	Male	Male
Johann Gustav Droysen	Male	Male
Johann Gustav Gottlieb Büsching	Male	Male
Johann Gustav Heckscher	Male	Male
Johann Gustav Hermes	Male	Male
Johann Habermann	Male	Male
Johann Hasentödter	Male	Male
Johann Hauler	Male	Male
Johann Hedwig	Male	Male
Johann Heermann	Male	Male
Johann Heinrich Abicht	Male	Male
Johann Heinrich Acker	Male	Male
Johann Heinrich Blasius	Male	Male
Johann Heinrich Böhmcker	Male	Male
Johann Heinrich Callenberg	Male	Male
Johann Heinrich Christian du Plath	Male	Male
Johann Heinrich Clasing	Male	Male
Johann Heinrich Cohausen	Male	Male
Johann Heinrich Ernesti	Male	Male
Johann Heinrich Ferdinand von Autenrieth	Male	Male
Johann Heinrich Gelzer	Male	Male
Johann Heinrich Gossler	Male	Male
Johann Heinrich Gottlob Justi	Male	Male
Johann Heinrich Grüneberg	Male	Male
Johann Heinrich Gustav Meyer	Male	Male
Johann Heinrich Hartmann Bätz	Male	Male
Johann Heinrich Heidegger	Male	Male
Johann Heinrich Hottinger	Male	Male
Johann Heinrich Hübschmann	Male	Male
Johann Heinrich Kaltenbach	Male	Male
Johann Heinrich Leberecht Pistorius	Male	Male
Johann Heinrich Ludwig Flögel	Male	Male
Johann Heinrich Merck	Male	Male
Johann Heinrich Meyer	Male	Male
Johann Heinrich Meyer	Male	Male
Johann Heinrich Pestalozzi	Male	Male
Johann Heinrich Rosenplänter	Male	Male
Johann Heinrich Samuel Formey	Male	Male
Johann Heinrich Schröder	Male	Male
Johann Heinrich Schulze	Male	Male
Johann Heinrich Voigt	Male	Male
Johann Heinrich von Carmer	Male	Male
Johann Heinrich von Thünen	Male	Male
Johann Heinrich Voss	Male	Male
Johann Heinrich Wedekind	Male	Male
Johann Heinrich Westphal	Male	Male
Johann Heinrich Wilhelm Dietz	Male	Male
Johann Heinrich Wilhelm Döllen	Male	Male
Johann Heinrich Wohlien	Male	Male
Johann Heinrich Zedler	Male	Male
Johann Helfrich von Müller	Male	Male
Johann Hermann Hüffer	Male	Male
Johann Hermann Schein	Male	Male
Johann Heß	Male	Male
Johann Hieronymus Chemnitz	Male	Male
Johann Hieronymus Schröter	Male	Male
Johann Hildebrand Withof	Male	Male
Johann Hinrich Gossler	Male	Male
Johann Hinrich Klapmeyer	Male	Male
Johann Hinrich Wichern	Male	Male
Johann Hoffmann	Male	Male
Johann Holetschek	Male	Male
Johann Holzer	Male	Male
Johann Homann	Male	Male
Johann Hommel	Male	Male
Johann Horkel	Male	Male
Johann Hübner	Male	Male
Johann Hugo Wyttenbach	Male	Male
Johann Hyacinth Kistemaker	Male	Male
Johann I of Schwarzenberg	Male	Male
Johann I. von Breunau	Male	Male
Johann Ignaz Walter	Male	Male
Johann II Bernoulli	Male	Male
Johann II. von Blankenfeld	Male	Male
Johann III Bernoulli	Male	Male
Johann Jacob Baeyer	Male	Male
Johann Jacob Baier	Male	Male
Johann Jacob Cramer	Male	Male
Johann Jacob Dillenius	Male	Male
Johann Jacob Heber	Male	Male
Johann Jacob Leu	Male	Male
Johann Jacob Paul Moldenhawer	Male	Male
Johann Jacob Roemer	Male	Male
Johann Jacob Volkmann	Male	Male
Johann Jacob von Wallhausen	Male	Male
Johann Jacob Zimmermann	Male	Male
Johann Jacobs	Male	Male
Johann Jakob Bachofen	Male	Male
Johann Jakob Balmer	Male	Male
Johann Jakob Bernhardi	Male	Male
Johann Jakob Bernoulli	Male	Male
Johann Jakob Bethmann	Male	Male
Johann Jakob Biedermann	Male	Male
Johann Jakob Bodmer	Male	Male
Johann Jakob Breitinger	Male	Male
Johann Jakob Brucker	Male	Male
Johann Jakob Dorner the Younger	Male	Male
Johann Jakob Engel	Male	Male
Johann Jakob Froberger	Male	Male
Johann Jakob Griesbach	Male	Male
Johann Jakob Grynaeus	Male	Male
Johann Jakob Heckel	Male	Male
Johann Jakob Herzog	Male	Male
Johann Jakob Hess	Male	Male
Johann Jakob Hofmann	Male	Male
Johann Jakob Kaup	Male	Male
Johann Jakob Meyer	Male	Male
Johann Jakob Moser	Male	Male
Johann Jakob Nöggerath	Male	Male
Johann Jakob Quandt	Male	Male
Johann Jakob Reiske	Male	Male
Johann Jakob Scheuchzer	Male	Male
Johann Jakob Schudt	Male	Male
Johann Jakob Schweppe	Male	Male
Johann Jakob Stehlin	Male	Male
Johann Jakob von Hauck	Male	Male
Johann Jakob von Tschudi	Male	Male
Johann Jakob von Wunsch	Male	Male
Johann Jakob Weber	Male	Male
Johann Jakob Wehrli	Male	Male
Johann Jakob Wepfer	Male	Male
Johann Jakob Wick	Male	Male
Johann Jakob Zeiller	Male	Male
Johann Joachim Becher	Male	Male
Johann Joachim Eschenburg	Male	Male
Johann Joachim Gottlob Am Ende	Male	Male
Johann Joachim Kändler	Male	Male
Johann Joachim Lange	Male	Male
Johann Joachim Quantz	Male	Male
Johann Joachim Schröder	Male	Male
Johann Joachim Schwabe	Male	Male
Johann Joachim Spalding	Male	Male
Johann Joachim Winckelmann	Male	Male
Johann Josef Demmel	Male	Male
Johann Josef Loschmidt	Male	Male
Johann Josef Wilhelm Lux	Male	Male
Johann Joseph Couven	Male	Male
Johann Joseph Freidhoff	Male	Male
Johann Joseph Gassner	Male	Male
Johann Joseph Hoffmann	Male	Male
Johann Joseph Scherer	Male	Male
Johann Joseph Thalherr	Male	Male
Johann Joseph von Prechtl	Male	Male
Johann Joseph von Trautson	Male	Male
Johann Julius Walbaum	Male	Male
Johann Jürgens	Male	Male
Johann Kantschuster	Male	Male
Johann Karl Burckhardt	Male	Male
Johann Karl Ehrenfried Kegel	Male	Male
Johann Karl Friedrich Zöllner	Male	Male
Johann Karl Herberstein	Male	Male
Johann Karl Nestler	Male	Male
Johann Karl Rodbertus	Male	Male
Johann Karl Simon Morgenstern	Male	Male
Johann Karl Wezel	Male	Male
Johann Karl Wilhelm Vatke	Male	Male
Johann Karl Wilhelm Voigt	Male	Male
Johann Kasimir Kolbe von Wartenberg	Male	Male
Johann Kaspar Basselet von La Rosée	Male	Male
Johann Kaspar Friedrich Manso	Male	Male
Johann Kaspar Hechtel	Male	Male
Johann Kaspar Horner	Male	Male
Johann Kaspar Lavater	Male	Male
Johann Kaspar Mertz	Male	Male
Johann Kaspar von Seiller	Male	Male
Johann Kaspar Zeuss	Male	Male
Johann Kastenberger	Male	Male
Johann Kessler	Male	Male
Johann Kick	Male	Male
Johann Kies	Male	Male
Johann Kircher	Male	Male
Johann Kirchmann	Male	Male
Johann Klaj	Male	Male
Johann Knief	Male	Male
Johann Kniewasser	Male	Male
Johann Knobloch	Male	Male
Johann Konrad Ammann	Male	Male
Johann Konrad Brandenstein	Male	Male
Johann Konrad von Gemmingen	Male	Male
Johann Konrad Wilhelm Löhe	Male	Male
Johann Kremer	Male	Male
Johann Kresnik	Male	Male
Johann Kuhnau	Male	Male
Johann La Roche	Male	Male
Johann Lafer	Male	Male
Johann Lamont	Female	Male
Johann Lang	Male	Male
Johann Lange	Male	Male
Johann Langewand	Male	Male
Johann Lauremberg	Male	Male
Johann Leonhard Frisch	Male	Male
Johann Leonhard Hug	Male	Male
Johann Leonhard Rost	Male	Male
Johann Leopold Ludwig von Brese-Winiary	Male	Male
Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha	Male	Male
Johann Lippet	Male	Male
Johann Lorenz Bausch	Male	Male
Johann Lorenz Fleischer	Male	Male
Johann Lorenz von Mosheim	Male	Male
Johann Löwenthal	Male	Male
Johann Ludwig Aberli	Male	Male
Johann Ludwig Casper	Male	Male
Johann Ludwig Christ	Male	Male
Johann Ludwig Christian Gravenhorst	Male	Male
Johann Ludwig Faber	Male	Male
Johann Ludwig Ferdinand Arnoldi	Male	Male
Johann Ludwig Klüber	Male	Male
Johann Ludwig Konrad Allendorf	Male	Male
Johann Ludwig Krapf	Male	Male
Johann Ludwig Tellkampf	Male	Male
Johann Ludwig von Hagen	Male	Male
Johann Lukas von Hildebrandt	Male	Male
Johann M. Baur	Male	Male
Johann Maier	Male	Male
Johann Major	Male	Male
Johann Mannhardt	Male	Male
Johann Marbach	Male	Male
Johann Martin Abele	Male	Male
Johann Martin Augustin Scholz	Male	Male
Johann Martin Lappenberg	Male	Male
Johann Martin Schleyer	Male	Male
Johann Martin Usteri	Male	Male
Johann Mathias Butz von Rolsberg	Male	Male
Johann Matthäus Meyfart	Male	Male
Johann Matthias Firmenich-Richartz	Male	Male
Johann Matthias Hagelstein	Male	Male
Johann Matthias Naumann	Male	Male
Johann Matthias Schröckh	Male	Male
Johann Matthias von der Schulenburg	Male	Male
Johann Mayrhofer	Male	Male
Johann Melchior Goeze	Male	Male
Johann Melchior Wyrsch	Male	Male
Johann Menge	Male	Male
Johann Mentzer	Male	Male
Johann Metzger	Male	Male
Johann Michael Fischer	Male	Male
Johann Michael Franz Birnbaum	Male	Male
Johann Michael Hahn	Male	Male
Johann Michael Moscherosch	Male	Male
Johann Michael Nathanael Feneberg	Male	Male
Johann Michael Sailer	Male	Male
Johann Michael Vogl	Male	Male
Johann Michael Voltz	Male	Male
Johann Michael Zeyher	Male	Male
Johann Mickl	Male	Male
Johann Micraelius	Male	Male
Johann Mohr	Male	Male
Johann Mohr	Male	Male
Johann Moritz Gustav Manderscheid Blankenheim	Male	Male
Johann Moritz von Strachwitz	Male	Male
Johann Mulzer	Male	Male
Johann Näher	Male	Male
Johann Nathanael Lieberkühn	Male	Male
Johann Natterer	Male	Male
Johann Navratil	Male	Male
Johann Nelböck	Male	Male
Johann Nepomuk Berger	Male	Male
Johann Nepomuk Brischar	Male	Male
Johann Nepomuk Hauser	Male	Male
Johann Nepomuk Hofzinser	Male	Male
Johann Nepomuk Holzhey	Male	Male
Johann Nepomuk Huber	Male	Male
Johann Nepomuk Hummel	Male	Male
Johann Nepomuk Krieger	Male	Male
Johann Nepomuk Maelzel	Male	Male
Johann Nepomuk Oischinger	Male	Male
Johann Nepomuk Sepp	Male	Male
Johann Nepomuk Strassmaier	Male	Male
Johann Nepomuk von Fuchs	Male	Male
Johann Nepomuk von Nussbaum	Male	Male
Johann Nepomuk von Ringseis	Male	Male
Johann Nepomuk von Triva	Male	Male
Johann Nicolaus von Dreyse	Male	Male
Johann Niemann	Male	Male
Johann Nikolaus Forkel	Male	Male
Johann Nikolaus Friedrich Brauer	Male	Male
Johann Nikolaus Götz	Male	Male
Johann Nikuradse	Male	Male
Johann Nobis	Male	Male
Johann Octavian Salver	Male	Male
Johann of Schwarzenberg	Male	Male
Johann Oldendorp	Male	Male
Johann Pachelbel	Male	Male
Johann Palisa	Male	Male
Johann Paul Arnold	Male	Male
Johann Paul Freiherr von Hocher	Male	Male
Johann Paul Geycke	Male	Male
Johann Paul Karplus	Male	Male
Johann Paul Schulthesius	Male	Male
Johann Paul Uhle	Male	Male
Johann Paul von Falkenstein	Male	Male
Johann Pauls	Male	Male
Johann Peter Berg	Male	Male
Johann Peter Eckermann	Male	Male
Johann Peter Gustav Lejeune Dirichlet	Male	Male
Johann Peter Hasenclever	Male	Male
Johann Peter Haseney	Male	Male
Johann Peter Hebel	Male	Male
Johann Peter Süssmilch	Male	Male
Johann Petersilge	Male	Male
Johann Pfeffinger	Male	Male
Johann Philipp Abelin	Male	Male
Johann Philipp Becker	Male	Male
Johann Philipp Bethmann	Male	Male
Johann Philipp Breyne	Male	Male
Johann Philipp Bronner	Male	Male
Johann Philipp Du Roi	Male	Male
Johann Philipp Franz von Schönborn	Male	Male
Johann Philipp Gabler	Male	Male
Johann Philipp Lorenz Withof	Male	Male
Johann Philipp Neumann	Male	Male
Johann Philipp Palm	Male	Male
Johann Philipp Pareus	Male	Male
Johann Philipp Stadion, Count von Warthausen	Male	Male
Johann Philipp von Greifenclau zu Vollraths	Male	Male
Johann Philipp von Schönborn	Male	Male
Johann Philipp von Wurzelbauer	Male	Male
Johann Pinggera	Male	Male
Johann Pistorius	Male	Male
Johann Pistorius the Elder	Male	Male
Johann Placotomus	Male	Male
Johann Plenge	Male	Male
Johann Poppe	Male	Male
Johann Preuß	Male	Male
Johann Prokop Mayer	Male	Male
Johann Pscheidt	Male	Male
Johann Punz	Male	Male
Johann Radon	Male	Male
Johann Rafelski	Male	Male
Johann Rattenhuber	Male	Male
Johann Rautenstrauch	Male	Male
Johann Reichhart	Male	Male
Johann Reif	Male	Male
Johann Reinhard Blum	Male	Male
Johann Reinhard I, Count of Hanau-Lichtenberg	Male	Male
Johann Reinhard III, Count of Hanau-Lichtenberg	Male	Male
Johann Renner	Male	Male
Johann Ritter von Oppolzer	Male	Male
Johann Robert Mende	Male	Male
Johann Rosenzopf	Male	Male
Johann Rudolf Czernin von und zu Chudenitz	Male	Male
Johann Rudolf Glauber	Male	Male
Johann Rudolf Huber	Male	Male
Johann Rudolf Kutschker	Male	Male
Johann Rudolf Meyer	Male	Male
Johann Rudolf Pfyffer von Altishofen	Male	Male
Johann Rudolf Rahn	Male	Male
Johann Rudolf Rengger	Male	Male
Johann Rudolf Tschiffeli	Male	Male
Johann Rudolf Wyss	Male	Male
Johann Rudolf, Count Chotek of Chotkow and Wognin	Male	Male
Johann Rudolph Ahle	Male	Male
Johann Rudolph Schellenberg	Male	Male
Johann Sahulka	Male	Male
Johann Salomo Semler	Male	Male
Johann Salver	Male	Male
Johann Samuel Diterich	Male	Male
Johann Samuel Friedrich von Boehmer	Male	Male
Johann Samuel König	Male	Male
Johann Samuel Schröter	Male	Male
Johann Scheibe	Male	Male
Johann Schilter	Male	Male
Johann Schnitzler	Male	Male
Johann Schober	Male	Male
Johann Schreyer	Male	Male
Johann Schröder	Male	Male
Johann Schroth	Male	Male
Johann Schwarzer	Male	Male
Johann Schwarzhuber	Male	Male
Johann Schweikhard von Kronberg	Male	Male
Johann Sebastian Bach	Male	Male
Johann Sebastian von Drey	Male	Male
Johann Senn	Male	Male
Johann Severin Vater	Male	Male
Johann Siebmacher	Male	Male
Johann Siegmund Valentin Popowitsch	Male	Male
Johann Siegwald Dahl	Male	Male
Johann Sigismund Elsholtz	Male	Male
Johann Sigismund Scholze	Male	Male
Johann Sigmund Deybel von Hammerau	Male	Male
Johann Sigmund Schuckert	Male	Male
Johann Silberschlag	Male	Male
Johann Simon Hermstedt	Male	Male
Johann Smidt	Male	Male
Johann Snell	Male	Male
Johann Sperling	Male	Male
Johann Speth	Male	Male
Johann Spurzheim	Male	Male
Johann Stamitz	Male	Male
Johann Steffens	Male	Male
Johann Steininger	Male	Male
Johann Strauss II	Male	Male
Johann Strauss III	Male	Male
Johann Stumpf	Male	Male
Johann Sturm	Male	Male
Johann Suibert Seibertz	Male	Male
Johann Sylvan	Male	Male
Johann Thal	Male	Male
Johann Theodor Jablonski	Male	Male
Johann Theodor Katerkamp	Male	Male
Johann Theodor Roscher	Male	Male
Johann Thiel	Male	Male
Johann Timotheus Hermes	Male	Male
Johann Tobias Beck	Male	Male
Johann Tobias Krebs	Male	Male
Johann Tobias Krebs	Male	Male
Johann Traugott Leberecht Danz	Male	Male
Johann Trollmann	Male	Male
Johann Trommsdorff	Male	Male
Johann Tserclaes, Count of Tilly	Male	Male
Johann Ulrich Büchel	Male	Male
Johann Uz	Male	Male
Johann V of Nassau-Vianden-Dietz	Male	Male
Johann Vasmer	Male	Male
Johann Veit	Male	Male
Johann Vierdanck	Male	Male
Johann Viktor Bredt	Male	Male
Johann Vollrath Bacmeister	Male	Male
Johann von Aldringen	Male	Male
Johann von Berenberg-Gossler	Male	Male
Johann von Dalberg	Male	Male
Johann von Dallwitz	Male	Male
Johann von der Recke	Male	Male
Johann von Dumreicher	Male	Male
Johann von Eych	Male	Male
Johann von Götz	Male	Male
Johann von Heilmann	Male	Male
Johann von Hinrichs	Male	Male
Johann von Hoverbeck	Male	Male
Johann von Konstanz	Male	Male
Johann von Lamont	Male	Male
Johann von Leers	Male	Male
Johann von Luce	Male	Male
Johann von Lutz	Male	Male
Johann von Mengede	Male	Male
Johann von Metzenhausen	Male	Male
Johann von Miquel	Male	Male
Johann von Münchhausen	Male	Male
Johann von Posilge	Male	Male
Johann von Prohaska	Male	Male
Johann von Ravenstein	Male	Male
Johann von Sitsch	Male	Male
Johann von Sporck	Male	Male
Johann von Staupitz	Male	Male
Johann von Thielmann	Male	Male
Johann von Uslar	Male	Male
Johann von Zimmermann	Male	Male
Johann von Zwehl	Male	Male
Johann Waldemar Strom	Male	Male
Johann Warkentin	Male	Male
Johann Weber	Male	Male
Johann Wember	Male	Male
Johann Wenzel	Male	Male
Johann Wenzel von Gallas	Male	Male
Johann Westphal	Male	Male
Johann Wiesbaur	Male	Male
Johann Wilhelm Andreas Pfaff	Male	Male
Johann Wilhelm Baier	Male	Male
Johann Wilhelm Bornemann	Male	Male
Johann Wilhelm Ernst Sommer	Male	Male
Johann Wilhelm Friedrich Höfling	Male	Male
Johann Wilhelm Hittorf	Male	Male
Johann Wilhelm Joseph Braun	Male	Male
Johann Wilhelm Klein	Male	Male
Johann Wilhelm Löbell	Male	Male
Johann Wilhelm Ludwig Gleim	Male	Male
Johann Wilhelm Meigen	Male	Male
Johann Wilhelm Petersen	Male	Male
Johann Wilhelm Ritter	Male	Male
Johann Wilhelm Schwedler	Male	Male
Johann Wilhelm von Müller	Male	Male
Johann Wilhelm von Sachsen-Coburg-Saalfeld	Male	Male
Johann Wilhelm Zinkeisen	Male	Male
Johann Wilhelm, Duke of Saxe-Jena	Male	Male
Johann Wilhelm, Elector Palatine	Male	Male
Johann Winter von Andernach	Male	Male
Johann Wittenborg	Male	Male
Johann Wolf	Male	Male
Johann Wolfgang Döbereiner	Male	Male
Johann Wolfgang Textor	Male	Male
Johann Wolfgang Trier	Male	Male
Johann Zacherl	Male	Male
Johann Zahlbruckner	Male	Male
Johann Zahn	Male	Male
Johann Zelebor	Male	Male
Johann-Dietrich Wörner	Male	Male
Johann-Joseph Krug	Male	Male
Johann-Otto Krieg	Male	Male
Johann, Count of Cleves	Male	Male
Johanna Ahlm	Female	Female
Johanna Allston	Female	Female
Johanna Almgren	Female	Female
Johanna Billing	Female	Female
Johanna Bischitz von Heves	Female	Female
Johanna Booyson	Female	Female
Johanna Braddy	Female	Female
Johanna Braun	Female	Female
Johanna Budwig	Female	Female
Johanna Döbereiner	Female	Female
Johanna Doderer	Female	Female
Johanna Dohnal	Female	Female
Johanna Dorothea Lindenaer	Female	Female
Johanna Elberskirchen	Female	Female
Johanna Elisabeth of Baden-Durlach	Female	Female
Johanna Elisabeth of Nassau-Hadamar	Female	Female
Johanna Ernst	Female	Female
Johanna Frisk	Female	Female
Johanna Gadski	Female	Female
Johanna Gastdorf	Female	Female
Johanna Grund	Female	Female
Jóhanna Guðrún Jónsdóttir	Female	Female
Johanna Hagn	Female	Female
Johanna Henkel-Waidhofer	Female	Female
Johanna Herzfeldt	Female	Female
Johanna Herzogenberg	Female	Female
Johanna Hofer	Female	Female
Johanna Hohloch	Female	Female
Johanna Hyöty	Female	Female
Johanna Ikonen	Female	Female
Johanna Jachmann-Wagner	Female	Female
Johanna Kinkel	Female	Female
Johanna Kirchner	Female	Female
Johanna Klier	Female	Female
Johanna Klum	Female	Female
Johanna Konta	Female	Female
Johanna Langefeld	Female	Female
Johanna Larsson	Female	Female
Johanna Lasic	Female	Female
Johanna Lindsey	Female	Female
Johanna Loisinger	Female	Female
Johanna Magdalena of Saxe-Altenburg	Female	Female
Johanna Maria van der Gheynst	Female	Female
Johanna Mattsson	Female	Female
Johanna Mestorf	Female	Female
Johanna Moore	Female	Female
Johanna Müller-Hermann	Female	Female
Johanna Nilsson	Female	Female
Johanna of Hanau-Lichtenberg, Countess of Eberstein	Female	Female
Johanna Quaas	Female	Female
Johanna Quandt	Female	Female
Johanna Rasmussen	Female	Female
Johanna Sacco	Female	Female
Johanna Sällström	Female	Female
Johanna Schnarf	Female	Female
Johanna Schopenhauer	Female	Female
Johanna Schouten-Elsenhout	Female	Female
Johanna Sebus	Female	Female
Johanna Senfter	Female	Female
Jóhanna Sigurðardóttir	Female	Female
Johanna Sjöberg	Female	Female
Johanna Spyri	Female	Female
Johanna Stachel	Female	Female
Johanna Stegen	Female	Female
Johanna ter Steege	Female	Female
Johanna Terwin	Female	Female
Johanna Töpfer	Female	Female
Johanna Vergouwen	Female	Female
Johanna Voigt	Female	Female
Johanna von Puttkamer	Female	Female
Johanna von Schaffgotsch	Female	Female
Johanna Walser	Female	Female
Johanna Wanka	Female	Female
Johanna Wokalek	Female	Female
Johanna Wolff	Female	Female
Johanna Zeul	Female	Female
Johanne Dybwad	Female	Female
Johanne Nathusius	Female	Female
Johanne Schmidt-Nielsen	Female	Female
Johanne Sutton	Female	Female
Johannes Aal	Male	Male
Johannes Abezier	Male	Male
Johannes Abromeit	Male	Male
Johannes Aepinus	Male	Male
Johannes Aesticampianus	Male	Male
Johannes Agnoli	Male	Male
Johannes Agricola	Male	Male
Johannes Althusius	Male	Male
Johannes Andenæs	Male	Male
Johannes Andreas Jolles	Male	Male
Johannes Angern	Male	Male
Johannes Ardüser	Male	Male
Johannes Aurifaber	Male	Male
Johannes Aurifaber	Male	Male
Johannes Aventinus	Male	Male
Johannes B. Kerner	Male	Male
Johannes Bachmann	Male	Male
Johannes Baptista Sproll	Male	Male
Johannes Baumann	Male	Male
